"tt0110950",40978,6.6
"tt0105226",17906,7
"tt0110989",56709,5.3
"tt0111054",1111,6.4
"tt0110997",37347,6.3
"tt0111257",294590,7.2
"tt0111256",4492,5.7
"tt0111438",50518,5.8
"tt0111503",214488,7.2
"tt0111693",18660,6.6
"tt0111742",48150,6.2
"tt0111756",40521,6.7
"tt0112443",2500,5.4
"tt0110455",859,6.9
"tt0111048",4425,5.9
"tt0110399",5845,5.9
"tt0112570",437,7.2
"tt0109454",1580,7
"tt0059170",12358,6.8
"tt0110186",3073,6.6
"tt0108069",1352,7.4
"tt0111301",59205,3.9
"tt0112702",3161,6.8
"tt0112849",114,5.8
"tt0113014",1605,5.5
"tt0113043",913,3.5
"tt0113104",314,8
"tt0113173",163,6.1
"tt0113319",141,6.1
"tt0113827",155,5
"tt0114047",183,5.4
"tt0112889",286,7.1
"tt0109339",86,7.2
"tt0110027",18246,4.4
"tt0109785",396,6.3
"tt0113409",51673,7.2
"tt0109021",4240,6.5
"tt0109035",12243,6.6
"tt0106220",67263,6.7
"tt0111804",840,6.7
"tt0106226",42665,7.2
"tt0109068",42118,6.1
"tt0109067",7939,5.5
"tt0106292",12114,5.5
"tt0109198",10699,5.1
"tt0109219",5156,7
"tt0106379",3583,5.4
"tt0106400",15906,4.9
"tt0109254",68707,5.5
"tt0109279",8291,6.6
"tt0109297",7098,6.2
"tt0109303",25753,6.2
"tt0109305",10798,6.1
"tt0109306",6081,6.4
"tt0106452",15021,5.9
"tt0106471",10543,4.6
"tt0106489",113231,7.8
"tt0109361",7620,5.2
"tt0106505",1993,5
"tt0106519",181713,7.9
"tt0109439",16645,5.5
"tt0109443",3394,5.7
"tt0106582",108271,6.4
"tt0106598",46135,5.3
"tt0109456",20794,5.1
"tt0109480",5771,5
"tt0109493",7072,5.8
"tt0106660",3192,5.7
"tt0106673",44709,6.8
"tt0106677",143373,7.7
"tt0106697",141296,6.6
"tt0109729",1668,7.6
"tt0106834",6641,4.3
"tt0106873",6150,5.7
"tt0106332",21259,8.1
"tt0109783",2337,5.3
"tt0106881",19486,7.1
"tt0106880",3600,7.2
"tt0111732",12152,6.7
"tt0106926",4496,6.3
"tt0111712",1451,6.8
"tt0106941",10670,6.1
"tt0106918",102730,6.8
"tt0106965",60295,5.9
"tt0109842",10811,7.6
"tt0106977",239370,7.8
"tt0107004",7698,6.5
"tt0109890",15623,5.7
"tt0109891",6752,4.7
"tt0109913",1834,5.6
"tt0109920",2142,5.1
"tt0107057",4176,5.6
"tt0107076",39759,6.1
"tt0107096",12094,6.8
"tt0107144",76379,6.6
"tt0113674",1580,5.4
"tt0112966",15091,6.6
"tt0107151",19004,6.9
"tt0110064",4009,4.4
"tt0110074",71408,7.3
"tt0110097",2271,5.6
"tt0110123",11318,4.8
"tt0107206",82865,7.2
"tt0107207",136953,8.1
"tt0110137",1216,6.5
"tt0108551",15182,7.3
"tt0110197",2799,5.3
"tt0107286",13693,6.6
"tt0107290",755908,8.1
"tt0107302",46662,6.7
"tt0110265",18550,6.5
"tt0107322",6671,7.6
"tt0110305",4591,5.9
"tt0107362",121413,6.3
"tt0107413",4918,5.5
"tt0110353",5885,5.4
"tt0107468",7712,6.8
"tt0107478",14432,5
"tt0107497",20446,6.4
"tt0107501",25508,6.7
"tt0107507",33079,7.4
"tt0107554",45579,7.5
"tt0116253",45644,6.4
"tt0074102",15856,6.6
"tt0111689",1088,7
"tt0107616",41309,7.4
"tt0107611",6256,5.8
"tt0107613",2868,5.9
"tt0107614",212776,7
"tt0107653",29027,7.9
"tt0110657",22253,4.4
"tt0110649",947,5.7
"tt0110678",17265,6.1
"tt0110687",12338,4.4
"tt0107756",11817,7.2
"tt0107808",65776,7.5
"tt0107818",201678,7.7
"tt0107822",71672,7.6
"tt0107840",10697,6
"tt0107889",8256,6.4
"tt0111003",7614,5.9
"tt0110939",3039,6.2
"tt0110955",21563,6.9
"tt0107943",55035,7.9
"tt0110971",15424,6.1
"tt0107969",38802,6.2
"tt0111001",10612,5.8
"tt0107978",41009,4
"tt0107977",104022,6.7
"tt0107983",11924,6.6
"tt0105275",34934,6.8
"tt0108000",2205,7.1
"tt0108002",48879,7.5
"tt0108026",2114,7.2
"tt0105032",2012,7.1
"tt0108052",1044555,8.9
"tt0111094",5484,5.3
"tt0108065",26612,7.5
"tt0111102",1264,7.1
"tt0108071",32522,7.3
"tt0111127",24015,6.7
"tt0111143",21062,6
"tt0108101",15072,7.4
"tt0108122",38878,7.7
"tt0111194",4625,6.3
"tt0111201",9144,5.8
"tt0108149",18261,6.9
"tt0108160",141037,6.8
"tt0108162",25746,5
"tt0083658",607127,8.2
"tt0108186",15433,5.7
"tt0108174",30616,6.4
"tt0108238",37166,5.8
"tt0089256",578,4.7
"tt0108255",44394,4
"tt0111323",9415,6.1
"tt0111400",11865,5.4
"tt0108328",3327,7.5
"tt0111418",11813,6.2
"tt0107688",261239,8
"tt0108333",45857,6.4
"tt0108358",110815,7.8
"tt0111488",1534,5.3
"tt0108399",184057,7.9
"tt0108515",3435,7.4
"tt0110763",18533,6
"tt0107779",421,5.2
"tt0109226",235,5.3
"tt0110259",551,6.1
"tt0114906",29448,7.4
"tt0107002",4145,7.1
"tt0109403",5080,5
"tt0104029",23724,6.7
"tt0110623",1441,5.7
"tt0107315",10832,6.5
"tt0106408",939,6.5
"tt0110363",8760,6.1
"tt0107349",1777,6.5
"tt0111709",196,7.3
"tt0109828",283,5.8
"tt0107225",1673,6.9
"tt0111252",5580,6.3
"tt0110366",38892,6.3
"tt0106878",183,5.8
"tt0109120",5827,5.7
"tt0108059",760,6.8
"tt0110892",2276,6
"tt0112651",5697,7.8
"tt0107642",953,6.1
"tt0109382",6234,7.3
"tt0106678",311,7
"tt0112572",18977,6
"tt0099785",385582,7.5
"tt0099653",174146,7
"tt0103639",308652,8
"tt0103064",876970,8.5
"tt0099348",214462,8
"tt0114706",375,6
"tt0096895",305026,7.5
"tt0102926",1086047,8.6
"tt0029583",158545,7.6
"tt0101414",377641,8
"tt0032910",111114,7.5
"tt0100405",250569,7
"tt0110719",1226,7.4
"tt0065214",70321,8
"tt0110395",3603,6.1
"tt0111752",206,6.9
"tt0109934",380,7.5
"tt0112606",4392,6.1
"tt0117247",39847,6.5
"tt0112625",8733,5.3
"tt0106537",270,6.2
"tt0116282",544306,8.1
"tt0116552",12254,5.9
"tt0082509",27498,6.7
"tt0116514",17049,5.1
"tt0117283",7313,4.9
"tt0116684",8332,6.8
"tt0110374",495,4.6
"tt0070506",1347,7.6
"tt0065421",79185,7.1
"tt0113083",8978,7.1
"tt0118001",4942,5.4
"tt0116165",7807,2.6
"tt0102855",1094,6.3
"tt0107471",1726,7.2
"tt0113839",155,5.8
"tt0112712",303,5
"tt0090665",1075,6.8
"tt0117891",3715,5.7
"tt0113613",13254,6.8
"tt0117381",157418,7.7
"tt0114305",204,6.1
"tt0115837",1386,6.4
"tt0115509",4835,5.5
"tt0114671",9089,7.6
"tt0112844",1129,6.8
"tt0114658",3699,2.5
"tt0116275",2969,7
"tt0113122",585,4.9
"tt0117608",19766,5.8
"tt0113448",4657,6.6
"tt0116414",5430,5.1
"tt0116095",12196,5.4
"tt0111543",3630,5.6
"tt0117517",131,6.2
"tt0117312",94,6
"tt0116485",49,5.3
"tt0113947",3730,7.4
"tt0115956",45645,6.6
"tt0117060",349215,7.1
"tt0109028",1615,7.1
"tt0117071",3726,6.5
"tt0117788",740,4.2
"tt0112257",918,6.6
"tt0116136",84983,6.4
"tt0118026",43,5.5
"tt0117117",163,6.9
"tt0116168",8635,5.2
"tt0111787",1375,6.5
"tt0112509",143,4.8
"tt0054189",11453,7.8
"tt0115591",689,6
"tt0116683",55046,6.7
"tt0116287",36239,6.2
"tt0116768",7667,6.8
"tt0116269",1826,6
"tt0114787",49913,8.1
"tt0113720",4851,7
"tt0112536",2625,4.8
"tt0048473",18333,8.5
"tt0052572",9360,8.3
"tt0117128",16849,7.4
"tt0114616",123,5.1
"tt0117705",135991,6.4
"tt0062711",28431,5.9
"tt0110061",204,4.3
"tt0140614",191,4.9
"tt0108181",1553,7.6
"tt0114307",351,6.2
"tt0058898",19728,7.2
"tt0082206",4331,7.6
"tt0111430",341,6.8
"tt0107727",296,7.3
"tt0081759",461,4.7
"tt0113443",2530,7.1
"tt0109491",637,6.8
"tt0114048",7763,5
"tt0111613",533,6.9
"tt0117104",6343,6.2
"tt0117688",3821,3.9
"tt0109751",202,7.2
"tt0117774",10606,5.9
"tt0114736",1945,5.3
"tt0112604",1758,6.3
"tt0116289",9852,5.4
"tt0109593",1685,4.5
"tt0103095",17,5.4
"tt0112368",5912,6.7
"tt0104046",3481,7.6
"tt0062952",8116,7.7
"tt0115742",3257,4.9
"tt0117420",21740,5.6
"tt0115951",1684,6.8
"tt0117784",1396,5.9
"tt0117107",14445,6.2
"tt0117979",23749,6.3
"tt0095776",38054,6.7
"tt0115851",9004,5.2
"tt0116322",9101,5.2
"tt0109374",2051,6.4
"tt0110712",1678,5.2
"tt0112817",81791,7.7
"tt0113362",5246,7.1
"tt0073778",2935,6.6
"tt0112546",1500,6.7
"tt0108500",28583,7
"tt0117108",27516,6
"tt0113270",410,7.3
"tt0333373",132,7.1
"tt0115963",66446,6.3
"tt0116448",7912,5.4
"tt0116827",3630,5.8
"tt0114894",48,8
"tt0112701",6154,7.3
"tt0113429",1540,7.3
"tt0116508",4607,5.7
"tt0117260",1287,5.7
"tt0117500",287050,7.4
"tt0116405",1110,4.5
"tt0109592",18141,7.2
"tt0117998",158965,6.3
"tt0115624",22679,3.2
"tt0113145",407,6.8
"tt0116559",45,4.2
"tt0113568",111296,8
"tt0117894",24171,5.7
"tt0117723",33352,5.3
"tt0112586",124,6.8
"tt0112691",34748,8.2
"tt0040366",4963,7.4
"tt0117768",6060,4.2
"tt0115571",29011,6.3
"tt0031612",166,6.1
"tt0057012",403237,8.4
"tt0103926",1568,7.1
"tt0105737",22,7
"tt0113849",1997,6.4
"tt0113188",3722,6
"tt0042644",1582,6.6
"tt0109381",230,7.9
"tt0109688",11642,7.2
"tt0104606",226,7.2
"tt0110480",393,7.4
"tt0108211",27278,7.5
"tt0117331",30055,4.9
"tt0117765",39055,4.4
"tt0116833",1642,6.3
"tt0113280",4082,6.9
"tt0116669",51583,5.8
"tt0116594",5938,6.6
"tt0113211",2873,7
"tt0114494",573,7.1
"tt0094265",138,6.1
"tt0105201",68,6.8
"tt0070820",1808,7.2
"tt0084898",172,6.9
"tt0063715",4854,6.6
"tt0109191",104,5.5
"tt0114122",503,6.9
"tt0117951",573226,8.2
"tt0118523",2502,4.8
"tt0116629",483894,7
"tt0117737",23121,6.6
"tt0116277",42609,5.8
"tt0116583",122592,6.9
"tt0115798",137945,6.1
"tt0116778",70445,6.9
"tt0116213",94729,6.1
"tt0113147",255,8.8
"tt0117218",98959,5.6
"tt0100990",532,7.1
"tt0111546",787,7.5
"tt0093199",107,6.7
"tt0106810",123,7
"tt0111180",238,5.6
"tt0111237",625,5.2
"tt0072362",636,6.7
"tt0103207",299,6.2
"tt0116040",59833,5.9
"tt0116365",75316,7.1
"tt0116905",25636,7.5
"tt0116493",8864,6
"tt0117333",69714,6.4
"tt0118113",2858,6.8
"tt0117628",15282,6
"tt0117913",115988,7.4
"tt0115530",3185,5.7
"tt0114266",1345,7.5
"tt0115493",4738,5.7
"tt0116320",7804,5.3
"tt0116756",21193,2.9
"tt0109356",184,6.7
"tt0116823",6129,5.6
"tt0112568",256,5.1
"tt0114170",239,4.6
"tt0117999",404,6.6
"tt0118073",9125,5.6
"tt0108220",125,7
"tt0049521",1493,6.9
"tt0104403",324,7.2
"tt0061495",4998,7.6
"tt0110246",428,7
"tt0116164",1343,6.9
"tt0112865",16,5.7
"tt0112716",861,6
"tt0115472",4663,5.3
"tt0116707",11628,5.4
"tt0116313",37335,6.3
"tt0114550",1433,6.6
"tt0117438",109042,6.6
"tt0116531",11789,5.5
"tt0117332",766,3.9
"tt0116353",7817,6.2
"tt0115857",44337,5.6
"tt0117008",106788,6.9
"tt0116191",31885,6.7
"tt0115986",17575,4.6
"tt0116571",7278,5.8
"tt0053459",21575,7.8
"tt0117826",12016,5.3
"tt0113695",42,6.8
"tt0108227",50,6.5
"tt0111424",208,7
"tt0113080",1763,6.3
"tt0115680",255,5.2
"tt0117718",5057,6.9
"tt0116225",62346,5.7
"tt0112767",4261,7.3
"tt0115632",17785,6.9
"tt0117918",42077,6.3
"tt0104109",285,7
"tt0051980",2223,8
"tt0100840",156,6
"tt0107575",154,6.8
"tt0042054",191,7.3
"tt0068646",1386345,9.2
"tt0109255",5321,6.6
"tt0104558",17167,6.9
"tt0116985",1607,6.7
"tt0046468",187,6.9
"tt0114474",1349,7.1
"tt0115736",45957,7.4
"tt0115836",4045,4.9
"tt0101692",908,6.6
"tt0116745",3888,6.3
"tt0119214",8696,4.7
"tt0116934",186,4.7
"tt0109066",2856,7.5
"tt0075169",151,6.9
"tt0113542",2013,6.4
"tt0110693",55,6.1
"tt0106544",3304,6.2
"tt0116418",703,6.2
"tt0112607",218,7.2
"tt0120004",21913,5.7
"tt0116654",28597,4.5
"tt0116311",9188,5.2
"tt0117965",5450,5.7
"tt0114592",454,6
"tt0115725",5668,5.3
"tt0115783",32526,5.8
"tt0120271",748,6.1
"tt0113596",4924,5.7
"tt0109001",573,6.3
"tt0094822",238,6.5
"tt0113253",26555,4.9
"tt0117991",5234,7.3
"tt0117093",4604,7.2
"tt0024252",1126,7.7
"tt1684935",350,6.9
"tt0111019",4668,7.5
"tt0035896",7400,7
"tt0032904",57046,8
"tt0045152",188818,8.3
"tt0043278",26506,7.2
"tt0050419",22912,7.1
"tt0054698",147280,7.7
"tt0052357",308411,8.3
"tt0047396",384303,8.5
"tt0025316",82136,8.1
"tt0036855",20207,7.8
"tt0025164",6069,7.6
"tt0053125",262786,8.3
"tt0053604",137433,8.3
"tt0053291",212352,8.2
"tt0056923",58138,8
"tt0034583",460799,8.5
"tt0033870",136847,8.1
"tt0058385",77494,7.9
"tt0047437",51663,7.7
"tt0046250",114973,8.1
"tt0031580",4940,7.3
"tt0037059",17597,7.6
"tt0032138",342265,8
"tt0031381",256605,8.2
"tt0084370",7817,7.4
"tt0043014",172276,8.4
"tt0033467",352894,8.4
"tt0062622",522439,8.3
"tt0039428",900,6.7
"tt0042192",103566,8.3
"tt0032143",11170,8
"tt0032976",107484,8.1
"tt0032484",16044,7.6
"tt0038787",83136,8
"tt0038109",38250,7.6
"tt0050105",25018,7.6
"tt0048728",54392,7.5
"tt0042451",8958,7.2
"tt0045537",8751,7.6
"tt0031725",16685,8
"tt0050658",12040,7.3
"tt0051658",17259,6.8
"tt0052126",1118,6.9
"tt0029843",42992,8
"tt0032762",8465,7.6
"tt0037008",37276,8.1
"tt0039420",13847,7.9
"tt0029162",10762,7.8
"tt0027125",15302,7.8
"tt0035446",22547,8.2
"tt0028010",18090,8.1
"tt0049261",30406,7.7
"tt0048028",35423,8
"tt0025878",23524,8.1
"tt0032599",47212,8
"tt0048960",21430,6.8
"tt0038650",340196,8.6
"tt0031679",95160,8.2
"tt0029947",49953,8
"tt0034012",5393,7.2
"tt0017350",1370,7.8
"tt0036094",1816,6.4
"tt0025586",5291,7.3
"tt0038300",2053,6.9
"tt0027893",1520,7.3
"tt0032022",1708,7
"tt0041509",2732,6.8
"tt0039152",4498,7
"tt0026029",45571,7.8
"tt0038235",3057,7.2
"tt0036241",3470,5.5
"tt0063350",102461,7.9
"tt0043265",65153,7.9
"tt0046414",7162,6.6
"tt0051459",39164,8.1
"tt0047162",2938,6.2
"tt0033891",10671,7.7
"tt0029855",2070,6.8
"tt0029588",658,6.4
"tt0022879",4239,6.5
"tt0027980",117,6
"tt0114007",433,6.9
"tt0093229",1070,6.7
"tt0118927",1745,4.5
"tt0048491",7164,7.2
"tt0113730",240,6.3
"tt0117357",537,5.3
"tt0117669",134,7.5
"tt0116329",21654,6.8
"tt0118742",1895,6.1
"tt0116442",3261,6.7
"tt0114354",1448,7.1
"tt0117011",18135,5.5
"tt0117039",27067,7.2
"tt0117473",2793,5.2
"tt0116635",1564,6.1
"tt0115678",14858,7.3
"tt0116830",49167,6.4
"tt0115847",1063,6.8
"tt0117603",12154,6.9
"tt0115438",17062,6.5
"tt0115994",4538,5.9
"tt0083587",126,6.1
"tt0116167",415,6.4
"tt0116259",15671,6.1
"tt0116421",17228,5.4
"tt0116000",21861,5.4
"tt0115862",11573,6
"tt0072653",4211,6.4
"tt0047977",2865,7.1
"tt0072951",8093,6.4
"tt0064603",12300,6.5
"tt0071607",6434,5.6
"tt0050798",10204,7.3
"tt0055277",16555,7.1
"tt0054195",7893,7.4
"tt0107131",38056,6.9
"tt0053271",3686,6.5
"tt0054357",11862,7.2
"tt0059793",4848,6.7
"tt0046672",25368,7.2
"tt0106611",81937,6.9
"tt0109127",25670,6.1
"tt0042332",126490,7.3
"tt0063819",4213,8
"tt0038166",10224,6.5
"tt0057546",77155,7.2
"tt0041890",1081,7.1
"tt0102798",162384,6.9
"tt0058331",129359,7.8
"tt0033563",102866,7.3
"tt0076538",20056,6.4
"tt0066817",30129,7.1
"tt0043274",112342,7.4
"tt0082406",74232,7.3
"tt0116361",24292,6.9
"tt0059742",174498,8
"tt0095016",696592,8.2
"tt0104692",31097,5.4
"tt0118044",1953,6.6
"tt0114597",106,6.7
"tt0117582",2068,5.8
"tt0117589",32882,8
"tt0117887",55911,6.9
"tt0117924",4355,5.8
"tt0117791",6422,6.4
"tt0116928",1076,5.2
"tt0115640",20919,7.6
"tt0116908",66251,6.8
"tt0116409",51385,6.8
"tt0116913",7526,7.4
"tt0117958",12466,7.2
"tt0117400",187,5.6
"tt0117202",2005,6.3
"tt0116404",4512,6.8
